"index_origin","author","time","toefl","gre_total","gre_v","gre_q","gre_aw","district","season","type","offertype","major_school_apply","major_school","gpa","graduated","gre_raw","gre_sub","extrainfo","college_apply","major_apply","college_before","major_before","cross","gpa_measure","rl","intern","research","paper","first","sci","exchange","College_apply_new","Top100_college_apply","CollegeRank","CollegeRankTop50","Districts","Before_CollegeRank","major_apply_new","gre_total_new","Standardgap","gre_total_dis","toefl_dis","gpa_dis"
46253,"samantha_kr",13,105,"320","","","3"," 美国","Fall","MS","Admitted","EE@Columbia"," EE @ SJTU",3.38,"","320+3",""," 虽无牛推，但是非常非常感谢老师尽心尽力的推荐！","Columbia","EE","SJTU","EE",1,4,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Top100","EE",320,3.38,"319~322","102~106","<=3.4"
46258,"pxc_pku",13,103,"321","153","168","4"," 美国","Fall","PhD","Admitted","CS@University of Rochester"," CS @ PKU",84,"","153+168+4.0",""," 有一年半实验室科研经历","University of Rochester","CS","PKU","CS",1,100,0,0,1,0,0,0,0,"University of Rochester","University of Rochester","Others","Others","EastCoast","Top100","CS",321,3.36,"319~322","102~106","<=3.4"
46259,"小石头716",13,96,"312","149","163","3.5"," 美国","Fall","MS","Rejected","EE@WPI"," Communication Engineering @ USTB",3.42,"","V149 Q163 AW3.5","","","WPI","EE","USTB","Communication Engineering",0,4,0,0,0,0,0,0,0,"Worcester Polytechnic Institute","Worcester Polytechnic Institute","Others","Others","EastCoast","Others","EE",312,3.42,"<=319","<=98","3.4~3.55"
46268,"carrHM",13,102,"322","153","169","3"," 美国","Fall","MS","Admitted","EE@EE@USC，EE@Umich"," 信工 @ SJTU",85,"","153+169+3.0","","","Umich","EE","SJTU","信工",0,100,0,0,0,0,0,0,0,"University of Michigan","University of Michigan","Top10_50","Top50","MidWest","Top100","EE",322,3.4,"319~322","98~102","<=3.4"
46282,"sk8er_lqqq",13,109,"325","161","164","3.5"," 美国","Fall","MS","Admitted","CS@UCSD"," Computer Engineering @ HKU",3.92,"","161+164 3.5","","","UCSD","CS","HKU","Computer Engineering",0,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","CS",325,3.92,"322~325",">106",">3.7"
46287,"wchlucky",13,108,"318","152","166","4"," 美国","Fall","MS","Admitted","EE@EE@UMASS"," EE @ Xidian University",89.43,"","152 166 4","","","UMASS","EE","XidianUniversity","EE",1,100,0,0,0,0,0,0,0,"University of Massachusetts Amherst","University of Massachusetts Amherst","Others","Others","EastCoast","Others","EE",318,3.5772,"<=319",">106","3.55~3.7"
46291,"liumuyuan",13,106,"321","152","169",""," 美国","Fall","MS","Admitted","CS@Rice"," SE @ sjtu",85,"","152+169",""," 水实习一份。。","Rice","CS","sjtu","SE",0,100,0,1,0,0,0,0,0,"Rice University","Rice University","Others","Others","GulfCoast","Top100","CS",321,3.4,"319~322","102~106","<=3.4"
46294,"小石头716",13,96,"312","149","163","3.5"," 美国","Fall","MS","Rejected","EE@Clemson University"," Communication Engineering @ USTB",3.42,"","V149 Q163 AW3.5","","","Clemson University","EE","USTB","Communication Engineering",0,4,0,0,0,0,0,0,0,"Clemson University","Clemson University","Others","Others","EastCoast","Others","EE",312,3.42,"<=319","<=98","3.4~3.55"
46324,"chongzizil",13,102,"323","154","169","3.5"," 美国","Fall","MS","Admitted","CS@NYU"," CS @ 深大",3.13,"","154+169+3.5",""," None","NYU","CS","深大","CS",1,4,0,0,0,0,0,0,0,"New York University","New York University","Top10_50","Top50","EastCoast","Others","CS",323,3.13,"322~325","98~102","<=3.4"
46325,"hitchpy",13,100,"1420","620","800",""," 美国","Fall","MS","Rejected","Stat/Biostat@stat@UT-Austin"," 生物技术/辅修统计学 @ 中大",3.3,"","1420(620+800",""," 无","UT-Austin","Stat/Biostat","中大","生物技术/辅修统计学",0,4,0,0,0,0,0,0,0,"University of Texas at Austin","University of Texas at Austin","Others","Others","GulfCoast","Others","Stat/Biostat",332,3.3,">325","98~102","<=3.4"
46329,"guojiaqi1027",13,88,"314","","","3"," 美国","Fall","MS","Rejected","EE@UMass"," 测控 @ CJLU",81.7,"","314 3.0",""," 无牛推 水科研水实习","UMass","EE","CJLU","测控",0,100,0,1,1,0,0,0,0,"University of Massachusetts Amherst","University of Massachusetts Amherst","Others","Others","EastCoast","Others","EE",314,3.268,"<=319","<=98","<=3.4"
46350,"郝韵",13,101,"319","151","168","3.5"," 美国","Fall","MS","Rejected","EE@UFL"," 自动化 @ 东华大学",89.8,"","151+168+3.5","","","UFL","EE","东华大学","IEOR",0,100,0,0,0,0,0,0,0,"University of Florida","University of Florida","Others","Others","EastCoast","Others","EE",319,3.592,"<=319","98~102","3.55~3.7"
46355,"lanmei",13,100,"320","154","166","3"," 美国","Fall","MS","Admitted","EE@Columbia"," EE @ BUPT",87.57,"","154+166+3.0","","","Columbia","EE","BUPT","EE",1,100,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","EE",320,3.5028,"319~322","98~102","3.4~3.55"
46394,"yabay91",13,101,"315","147","168","3.5"," 美国","Fall","MS","Rejected","EE@UFL"," EE @ SWJTU",3.6,"","147+168+3.5     151+169+3","","","UFL","EE","SWJTU","EE",1,4,0,0,0,0,0,0,0,"University of Florida","University of Florida","Others","Others","EastCoast","Others","EE",315,3.6,"<=319","98~102","3.55~3.7"
46404,"geniusljr",13,106,"325","157","168","3"," 美国","Fall","MS","Rejected","CS@UCSB"," 计算机 @ 北大",3.58,"","157+168+3.0",""," 无牛推","UCSB","CS","北大","计算机",0,4,0,1,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","CS",325,3.58,"322~325","102~106","3.55~3.7"
46406,"forcemajeure",13,98,"319","155","164",""," 美国","Fall","MS","Admitted","EE@rochester"," ee @ xjtu",85,"","155+164","","","rochester","EE","xjtu","EE",0,100,0,0,0,0,0,0,0,"University of Rochester","University of Rochester","Others","Others","EastCoast","Top100~500","EE",319,3.4,"<=319","<=98","<=3.4"
46421,"stilltracy",13,110,"329","162","167","4.5"," 美国","Fall","PhD","Admitted","CS@UChicago"," CS @ BUAA",84.5,"","162,167,4.5","85%","","UChicago","CS","BUAA","CS",1,100,0,0,0,0,0,0,0,"University of Chicago","University of Chicago","Top10","Top50","MidWest","Others","CS",329,3.38,">325",">106","<=3.4"
46432,"ybxsnail",13,97,"316","","",""," 美国","Fall","MS","Admitted","EE@Rochester"," Telecom @ BUPT",84.4,"","316","","","Rochester","EE","BUPT","Telecom",0,100,0,0,0,0,0,0,0,"University of Rochester","University of Rochester","Others","Others","EastCoast","Others","EE",316,3.376,"<=319","<=98","<=3.4"
46434,"小石头716",13,96,"312","149","163","3.5"," 美国","Fall","MS","Rejected","CE@UFL"," communication engineering @ USTB",3.42,"","V149 Q163 AW3.5","","","UFL","CE","USTB","communication engineering",0,4,0,0,0,0,0,0,0,"University of Florida","University of Florida","Others","Others","EastCoast","Others","CE",312,3.42,"<=319","<=98","3.4~3.55"
46470,"紫英",13,94,"307","","","3"," 美国","Fall","MS","Admitted","CS@NYU-poly，UTD","  @ XDU",78,"","307+3.0","","","UTD","CS","XDU","",0,100,0,0,0,0,0,0,0,"University of Texas at Dallas","University of Texas at Dallas","Others","Others","GulfCoast","Others","CS",307,3.12,"<=319","<=98","<=3.4"
46476,"zhouxf53",13,98,"327","157","170","3.5"," 美国","Fall","PhD","Admitted","ME@TAMU"," 能动 @ XJTU",84,": 工程热物理 @ xjtu, GPA  82:","157+170+3.5",""," 几篇文章","TAMU","ME","XJTU","能动",0,100,0,0,1,1,0,0,0,"Texas A&M University","Texas A&M University","Others","Others","GulfCoast","Top100~500","ME",327,3.36,">325","<=98","<=3.4"
46499,"lizlijc",13,105,"1340","550","790","3.5"," 美国","Fall","PhD","Admitted","EE@EE@UW"," 标准EE @ zju",89.23,"","550+790+3.5",""," 港大交换一年+RA","UW","EE","zju","标准EE",0,100,0,0,0,0,0,0,1,"University of Washington","University of Washington","Others","Others","EastCoast","Top100","EE",327,3.5692,">325","102~106","3.55~3.7"
46506,"cxsuper",13,101,"320","","","3"," 美国","Fall","MS","Admitted","CS@Arizona State University"," SE @ HIT",3.61,"","320+3","","","Arizona State University","CS","HIT","SE",0,4,0,0,0,0,0,0,0,"Arizona State University","Arizona State University","Others","Others","WestCoast, AK, HI","Top100~500","CS",320,3.61,"319~322","98~102","3.55~3.7"
46519,"magicmelon",13,110,"329","159","170","3.5"," 美国","Fall","PhD","Rejected","CS@Rutgers"," SE @ SJTU",83,"","159 170 3.5","","投了3篇水文来凑CV篇幅...","Rutgers","CS","SJTU","SE",0,100,0,0,0,0,0,0,0,"Rutgers University","Rutgers University","Others","Others","EastCoast","Top100","CS",329,3.32,">325",">106","<=3.4"
46535,"clare8140",13,91,"319","151","168","3"," 美国","Fall","PhD","Rejected","ME@UVA"," ME @ NUAA",3.8,"","151+168+3.0",""," 专利一作，EI二作，SCI三作在审","UVA","ME","NUAA","ME",1,4,0,0,1,1,1,1,0,"University of Virginia","University of Virginia","Others","Others","EastCoast","Others","ME",319,3.8,"<=319","<=98",">3.7"
46537,"sucompaign",13,100,"322","152","170","3.5"," 美国","Fall","MS","Admitted","EE@Rochester"," 通信工程 @ BUPT",88.51,"","152+170+3.5","","没有牛推，论文也没有；建模美赛2等奖+北京1等奖+国家奖学金+三好学生神马的","Rochester","EE","BUPT","EE",0,100,0,0,0,1,0,0,0,"University of Rochester","University of Rochester","Others","Others","EastCoast","Others","EE",322,3.5404,"319~322","98~102","3.4~3.55"
46539,"helloeve",13,104,"324","154","170","3.5"," 美国","Fall","MS","Admitted","CS@NYU"," CS @ THU",90,"","154+170+3.5","","","NYU","CS","THU","CS",1,100,0,0,0,0,0,0,0,"New York University","New York University","Top10_50","Top50","EastCoast","Top100","CS",324,3.6,"322~325","102~106","3.55~3.7"
46550,"sysu_Jia",13,107,"324","157","167","4"," 美国","Fall","MS","Admitted","Stat/Biostat@UCI"," 统计 @ SYSU",3.9,"","157+167+4.0"," 无"," 一篇国内水paper，若干水证券银行水实习，有一个还算不错的推","UCI","Stat/Biostat","SYSU","Stat/Biostat",0,4,0,1,0,1,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","Stat/Biostat",324,3.9,"322~325",">106",">3.7"
46578,"czxttkl",13,103,"327","","","4"," 美国","Fall","MS","Admitted","CS@University of California"," Information Engineering @ BUPT",85,"","327+4","","","University of California","CS","BUPT","Information Engineering",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","CS",327,3.4,">325","102~106","<=3.4"
46580,"czxttkl",13,103,"327","","","4"," 美国","Fall","MS","Admitted","Other@New York University"," Information Engineering @ BUPT",85,"","327+4","","","New York University","Other","BUPT","Information Engineering",0,100,0,0,0,0,0,0,0,"New York University","New York University","Top10_50","Top50","EastCoast","Others","Others",327,3.4,">325","102~106","<=3.4"
46606,"SClxh199124",13,103,"322","158","164","3.5"," 美国","Fall","MS","Admitted","Other@UCI"," communication engineering @ bupt",87.8,"","158+164+3.5","","","UCI","Other","bupt","communication engineering",0,100,0,0,0,0,1,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","Others",322,3.512,"319~322","102~106","3.4~3.55"
46610,"mazzy",13,104,"329","163","166","3"," 美国","Fall","MS","Admitted","EE@Columbia"," EE @ HIT",90.4,"","163+166+3",""," EI二作","Columbia","EE","HIT","EE",1,100,0,0,0,1,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Top100~500","EE",329,3.616,">325","102~106","3.55~3.7"
46612,"alfred8812",13,109,"330","161","169","4.5"," 美国","Fall","MS","Rejected","CS@meng@Berkeley","  @ xjtu",87,"","161,169,4.5","","","Berkeley","CS","xjtu","",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","CS",330,3.48,">325",">106","3.4~3.55"
46620,"hilrayhr",13,102,"320","152","168","3.5"," 美国","Fall","MS","Rejected","EE@Gatech"," 自动化 @ 工大",89,"","152+168+3.5","","","Gatech","EE","工大","IEOR",0,100,0,0,0,0,0,0,0,"Georgia Institute of Technology","Georgia Institute of Technology","Others","Others","EastCoast","Top100","EE",320,3.56,"319~322","98~102","3.55~3.7"
46621,"linkin8834",13,100,"1360","560","800","5"," 美国","Fall","PhD","Rejected","EE@Gatech"," 微电子 @ 复旦大学",3.33,": 微电子 @ 复旦大学, GPA  3.74/4.00:","560+800+5.0",""," 三篇一作(一篇在投)，四五篇二作","Gatech","EE","复旦大学","微电子",0,4,0,0,0,1,1,0,0,"Georgia Institute of Technology","Georgia Institute of Technology","Others","Others","EastCoast","Top100","EE",328,3.33,">325","98~102","<=3.4"
46622,"metaphysiks",13,106,"324","155","169","4.5"," 美国","Fall","MS","Admitted","CS@CSE@UCSD"," CS @ HUST",87,"","155 + 169 + 4.5","","","UCSD","CS","HUST","CS",1,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","CS",324,3.48,"322~325","102~106","3.4~3.55"
46623,"zurrisampdoria",13,92,"322","153","169","3"," 美国","Fall","MS","Admitted","EE@Columbia"," Information Engineering @ 马料水职业技工学院【误】（CUHK）",3.34,"","153+169+3",""," 颓实习，三个教授其中一个是哥大毕业的","Columbia","EE","马料水职业技工学院【误】（CUHK）","Information Engineering",0,4,0,1,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","EE",322,3.34,"319~322","<=98","<=3.4"
46641,"fljshopping",13,105,"330","161","169","3.5"," 美国","Fall","MS","Admitted","CS@UCI"," ee(power) @ sjtu",83,"","161+169+3.5","","","UCI","CS","sjtu","ee(power)",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","CS",330,3.32,">325","102~106","<=3.4"
46646,"jxst572816",13,94,"313","146","167",""," 美国","Fall","MS","Rejected","EE@gatech"," 光信息科学与技术 @ 上交",3.5,"","146167","","","gatech","EE","上交","光信息科学与技术",0,4,0,0,0,0,0,0,0,"Georgia Institute of Technology","Georgia Institute of Technology","Others","Others","EastCoast","Top100","EE",313,3.5,"<=319","<=98","3.4~3.55"
46658,"tianlankk",13,97,"1520","720","800","3.5"," 美国","Fall","PhD","Rejected","BME@UC Davis"," 光电 @ zju",87,"","720+800+3.5",""," 无牛腿","UC Davis","BME","zju","光电",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","Others",338,3.48,">325","<=98","3.4~3.55"
46669,"linkin8834",13,100,"1360","560","800","5"," 美国","Fall","PhD","Admitted","EE@NCSU"," 微电子 @ 复旦大学",3.33,": 微电子 @ 复旦大学, GPA  3.74/4.00:","560+800+5.0",""," 一作三篇(其中一篇在投)，其他乱七八糟的四篇吧","NCSU","EE","复旦大学","微电子",0,4,0,0,0,1,1,0,0,"North Carolina State University","North Carolina State University","Others","Others","EastCoast","Top100","EE",328,3.33,">325","98~102","<=3.4"
46683,"yyq1717",13,106,"321","154","167","3.5"," 美国","Fall","MS","Admitted","EE@jhu"," ee @ scu",86,"","154+167+3.5",""," 各种无","jhu","EE","scu","EE",0,100,0,0,0,0,0,0,0,"Johns Hopkins University","Johns Hopkins University","Top10_50","Top50","EastCoast","Others","EE",321,3.44,"319~322","102~106","3.4~3.55"
46690,"skywalkermml",13,104,"1520","720","800",""," 美国","Fall","MS","Admitted","CS@Columbia"," Electrical Engineering",85,"","V:720 Q:800 AWA: 3.0","","","Columbia","CS","ElectricalEngineering","Electrical Engineering",0,100,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","CS",338,3.4,">325","102~106","<=3.4"
46692,"herbert91",13,118,"333","166","167","4"," 美国","Fall","PhD","Admitted","EE@UCSB"," EE @ HKUST",3.9,"","166+167+4...","","","UCSB","EE","HKUST","EE",1,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","EE",333,3.9,">325",">106",">3.7"
46703,"swordest",13,102,"1480","680","800","3"," 美国","Fall","MS","Admitted","Other@HCDE@UW"," CS @ BUPT",87,"","680+800+3.0",""," IBM+实验室实习","UW","Other","BUPT","CS",0,100,0,1,0,0,0,0,0,"University of Washington","University of Washington","Others","Others","EastCoast","Others","Others",336,3.48,">325","98~102","3.4~3.55"
46712,"xul1128",14,109,"329","159","170","4"," 美国","Fall","MS","Admitted","IEOR@Stanford"," Materials Science and Engineering @ sjtu",88.6,"","159+170+4.0","","","Stanford","IEOR","sjtu","Materials Science and Engineering",0,100,0,0,0,0,0,0,0,"Stanford University","Stanford University","Top10","Top50","WestCoast, AK, HI","Top100","IEOR",329,3.544,">325",">106","3.4~3.55"
46713,"高压线耷拉地",13,103,"317","152","165",""," 美国","Fall","MS","Rejected","EE@Rochester"," automation @ Hit",3.3,"","152+165",""," 国内一水文，实验室水半年，三实习（ZTE Coporation, Test and Measurement Institute of CNPC,某automation lab）","Rochester","EE","Hit","automation",0,4,0,1,1,0,0,0,0,"University of Rochester","University of Rochester","Others","Others","EastCoast","Others","EE",317,3.3,"<=319","102~106","<=3.4"
46729,"sasali",13,105,"323","155","168","3.5"," 美国","Fall","MS","Admitted","MIS@MSI@Umich","  @ 北邮",85.6,"","155+168+3.5",""," 美国交换一学期，两封美国老师推荐，水项目若干，水会议一篇，校奖学金每年","Umich","MIS","北邮","",0,100,0,0,1,0,0,0,1,"University of Michigan","University of Michigan","Top10_50","Top50","MidWest","Others","MIS",323,3.424,"322~325","102~106","3.4~3.55"
46730,"luyi0619",13,94,"318","152","166","3.5"," 美国","Fall","PhD","Rejected","CS@Rutgers"," CS @ HIT",86,"","152 166 3.5","","","Rutgers","CS","HIT","CS",1,100,0,1,0,0,0,0,0,"Rutgers University","Rutgers University","Others","Others","EastCoast","Top100~500","CS",318,3.44,"<=319","<=98","3.4~3.55"
46731,"HarryHyde",13,109,"321","154","167","4"," 美国","Fall","MS","Admitted","IEOR@Cornell"," 测控技术与仪器 @ 华中科技大学",3.5,"","V154 Q167 A4.0",""," 两封外国老师推荐信","Cornell","IEOR","华中科技大学","测控技术与仪器",0,4,0,0,0,0,0,0,0,"Cornell University","Cornell University","Top10_50","Top50","EastCoast","Top100~500","IEOR",321,3.5,"319~322",">106","3.4~3.55"
46734,"derekinbit",13,96,"319","154","165","3"," 美国","Fall","MS","Admitted","EE@NCSU","  @ BIT",85,"","154+165+3.0","","","NCSU","EE","BIT","",0,100,0,0,0,0,0,0,0,"North Carolina State University","North Carolina State University","Others","Others","EastCoast","Top100~500","EE",319,3.4,"<=319","<=98","<=3.4"
46740,"mirage",13,102,"319","154","165","3.5"," 美国","Fall","MS","Admitted","CS@UCSD"," IS @ SJTU",83.5,"","154+165+3.5",""," --","UCSD","CS","SJTU","IS",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","CS",319,3.34,"<=319","98~102","<=3.4"
